,Results,Prediction,Accuracy,adhy alan cy 140/144,,Results,Prediction,Accuracy,"adhy, alan, cy 108/140",,Results,Prediction,Accuracy,"chris, cy, gerald, 131/140",,Results,Prediction,Accuracy,cy jc jonah 123/140,,Results,Prediction,Accuracy,cy jonah qk 108/140,,,,,
377,jc,alan,0.9998977,Nope,377,jc,bryce,0.9905059,Nope,377,jc,gerald,0.99995685,Nope,377,jc,jc,0.99997735,Match,377,jc,qk,0.99970883,Nope,377,Nope,Nope,Nope,Nope
378,jc,alan,0.99895525,Nope,378,jc,bryce,0.9997725,Nope,378,jc,gerald,0.9992084,Nope,378,jc,jc,0.999967,Match,378,jc,qk,0.9996928,Nope,378,Nope,Nope,Nope,Nope
379,jc,alan,0.99832135,Nope,379,jc,bryce,0.9997843,Nope,379,jc,gerald,0.9997764,Nope,379,jc,jc,0.99996173,Match,379,jc,qk,0.9996983,Nope,379,Nope,Nope,Nope,Nope
380,jc,alan,0.99924254,Nope,380,jc,bryce,0.99977106,Nope,380,jc,gerald,0.99960035,Nope,380,jc,jc,0.9999678,Match,380,jc,qk,0.99969995,Nope,380,Nope,Nope,Nope,Nope
381,jc,alan,0.9999026,Nope,381,jc,cy,0.9831623,Nope,381,jc,gerald,0.9999317,Nope,381,jc,jc,0.9999796,Match,381,jc,qk,0.99876475,Nope,381,Nope,Nope,Nope,Nope
382,jc,alan,0.7526056,Nope,382,jc,bryce,0.7851359,Nope,382,jc,gerald,0.9968862,Nope,382,jc,jc,0.9999323,Match,382,jc,qk,0.9996942,Nope,382,Nope,Nope,Nope,Nope
383,jc,alan,0.99971503,Nope,383,jc,bryce,0.9997776,Nope,383,jc,gerald,0.9999486,Nope,383,jc,jc,0.99997914,Match,383,jc,qk,0.9997049,Nope,383,Nope,Nope,Nope,Nope
384,jonah,cy,0.9896346,Nope,384,jonah,bryce,0.8276851,Nope,384,jonah,cy,0.9926928,Nope,384,jonah,jc,0.75957114,Nope,384,jonah,qk,0.99967384,Nope,384,Nope,Nope,Nope,Nope
385,jonah,adhy,0.9947731,Nope,385,jonah,cy,0.9996222,Nope,385,jonah,cy,0.7997867,Nope,385,jonah,jonah,0.6251623,Match,385,jonah,qk,0.98979074,Nope,385,Nope,Match,Nope,Nope
386,jonah,cy,0.6840191,Nope,386,jonah,cy,0.9991304,Nope,386,jonah,cy,0.99619055,Nope,386,jonah,jc,0.904605,Nope,386,jonah,qk,0.9993212,Nope,386,Match,Match,Nope,Nope
387,jonah,adhy,0.9995328,Nope,387,jonah,bryce,0.6448457,Nope,387,jonah,chris,0.97571963,Nope,387,jonah,jonah,0.9991549,Match,387,jonah,qk,0.99763834,Nope,387,Nope,Nope,Nope,Nope
388,jonah,adhy,0.9981628,Nope,388,jonah,cy,0.501306,Nope,388,jonah,chris,0.99998736,Nope,388,jonah,jc,0.64420885,Nope,388,jonah,qk,0.99968565,Nope,388,Nope,Nope,Nope,Nope
389,jonah,adhy,0.9997582,Nope,389,jonah,bryce,0.9997789,Nope,389,jonah,chris,0.9999838,Nope,389,jonah,jonah,0.99958557,Match,389,jonah,qk,0.99970835,Nope,389,Nope,Nope,Nope,Nope
390,jonah,cy,0.9926967,Nope,390,jonah,bryce,0.81009537,Nope,390,jonah,cy,0.9924886,Nope,390,jonah,jc,0.98871684,Nope,390,jonah,qk,0.99969375,Nope,390,Nope,Nope,Nope,Nope
391,jonah,adhy,0.93472475,Nope,391,jonah,cy,0.99348795,Nope,391,jonah,cy,0.9999666,Nope,391,jonah,jc,0.5304599,Nope,391,jonah,qk,0.70187706,Nope,391,Nope,Match,Nope,Nope
392,jonah,cy,0.8820986,Nope,392,jonah,cy,0.97784287,Nope,392,jonah,cy,0.9999851,Nope,392,jonah,jc,0.98489136,Nope,392,jonah,qk,0.99942386,Nope,392,Match,Match,Nope,Nope
393,jonah,adhy,0.98616135,Nope,393,jonah,bryce,0.9989606,Nope,393,jonah,cy,0.99455595,Nope,393,jonah,jonah,0.9993418,Match,393,jonah,qk,0.9992662,Nope,393,Nope,Nope,Nope,Nope
394,jonah,adhy,0.86583585,Nope,394,jonah,bryce,0.6651245,Nope,394,jonah,cy,0.9480065,Nope,394,jonah,jc,0.96793336,Nope,394,jonah,qk,0.9996792,Nope,394,Nope,Nope,Nope,Nope
395,jonah,adhy,0.99974483,Nope,395,jonah,bryce,0.9997694,Nope,395,jonah,chris,0.9953643,Nope,395,jonah,jonah,0.9992353,Match,395,jonah,qk,0.9997038,Nope,395,Nope,Nope,Nope,Nope
396,jonah,cy,0.9625946,Nope,396,jonah,bryce,0.9988285,Nope,396,jonah,cy,0.98578644,Nope,396,jonah,jc,0.99906224,Nope,396,jonah,qk,0.9996966,Nope,396,Nope,Nope,Nope,Nope
397,jonah,cy,0.9726864,Nope,397,jonah,bryce,0.9997739,Nope,397,jonah,gerald,0.64079463,Nope,397,jonah,jc,0.9988507,Nope,397,jonah,qk,0.9996208,Nope,397,Nope,Nope,Nope,Nope
398,jonah,cy,0.9747395,Nope,398,jonah,cy,0.9319912,Nope,398,jonah,cy,0.99341375,Nope,398,jonah,jc,0.98359436,Nope,398,jonah,qk,0.99936074,Nope,398,Match,Match,Nope,Nope
399,jonah,cy,0.8294014,Nope,399,jonah,bryce,0.99977905,Nope,399,jonah,cy,0.99672,Nope,399,jonah,jonah,0.9712399,Match,399,jonah,qk,0.9941901,Nope,399,Nope,Nope,Nope,Nope
400,jonah,cy,0.9936293,Nope,400,jonah,bryce,0.9974953,Nope,400,jonah,cy,0.99157715,Nope,400,jonah,jc,0.9986374,Nope,400,jonah,qk,0.99956113,Nope,400,Nope,Nope,Nope,Nope
401,jonah,adhy,0.9993131,Nope,401,jonah,bryce,0.999767,Nope,401,jonah,cy,0.8492318,Nope,401,jonah,jonah,0.79636484,Match,401,jonah,qk,0.999706,Nope,401,Nope,Nope,Nope,Nope
402,jonah,adhy,0.9991966,Nope,402,jonah,cy,0.98753136,Nope,402,jonah,cy,0.78835773,Nope,402,jonah,jonah,0.98269904,Match,402,jonah,qk,0.90464866,Nope,402,Nope,Match,Nope,Nope
403,jonah,adhy,0.99598926,Nope,403,jonah,bryce,0.75066537,Nope,403,jonah,cy,0.97786546,Nope,403,jonah,jonah,0.997712,Match,403,jonah,cy,0.5841119,Nope,403,Nope,Nope,Nope,Nope
404,jonah,cy,0.8979325,Nope,404,jonah,cy,0.9998043,Nope,404,jonah,cy,0.99998176,Nope,404,jonah,cy,0.8792028,Nope,404,jonah,cy,0.936029,Nope,404,Match,Match,Match,Match
405,jonah,adhy,0.9981383,Nope,405,jonah,andy,0.99608153,Nope,405,jonah,cy,0.98451567,Nope,405,jonah,jonah,0.97828764,Match,405,jonah,adhy,0.75224465,Nope,405,Nope,Nope,Nope,Nope
406,jonah,adhy,0.9913958,Nope,406,jonah,cy,0.99979633,Nope,406,jonah,chris,0.9944435,Nope,406,jonah,jonah,0.8932228,Match,406,jonah,adhy,0.8394274,Nope,406,Nope,Nope,Nope,Nope
407,jonah,adhy,0.99973863,Nope,407,jonah,bryce,0.6324169,Nope,407,jonah,chris,0.9999876,Nope,407,jonah,jonah,0.99965775,Match,407,jonah,adhy,0.63940036,Nope,407,Nope,Nope,Nope,Nope
408,jonah,cy,0.9371585,Nope,408,jonah,bryce,0.5368066,Nope,408,jonah,cy,0.99998415,Nope,408,jonah,jonah,0.9524538,Match,408,jonah,cy,0.87323606,Nope,408,Nope,Nope,Nope,Nope
409,jonah,cy,0.9877688,Nope,409,jonah,bryce,0.98457277,Nope,409,jonah,cy,0.99998367,Nope,409,jonah,jonah,0.999313,Match,409,jonah,cy,0.9723083,Nope,409,Nope,Nope,Nope,Nope
410,jonah,cy,0.99760026,Nope,410,jonah,cy,0.9961371,Nope,410,jonah,cy,0.99632025,Nope,410,jonah,jonah,0.9795116,Match,410,jonah,cy,0.94976604,Nope,410,Match,Match,Nope,Nope
411,jonah,cy,0.97134405,Nope,411,jonah,cy,0.9783211,Nope,411,jonah,cy,0.9999852,Nope,411,jonah,cy,0.8310056,Nope,411,jonah,cy,0.9997054,Nope,411,Match,Match,Match,Match
412,jonah,cy,0.96443886,Nope,412,jonah,cy,0.9921996,Nope,412,jonah,cy,0.99998057,Nope,412,jonah,jonah,0.98497623,Match,412,jonah,cy,0.9987546,Nope,412,Match,Match,Nope,Nope
413,jonah,adhy,0.99634355,Nope,413,jonah,bryce,0.99960953,Nope,413,jonah,cy,0.99998343,Nope,413,jonah,jonah,0.9996846,Match,413,jonah,qk,0.99862456,Nope,413,Nope,Nope,Nope,Nope
414,jonah,adhy,0.9996872,Nope,414,jonah,bryce,0.6676032,Nope,414,jonah,cy,0.82865155,Nope,414,jonah,jonah,0.9990269,Match,414,jonah,qk,0.99615026,Nope,414,Nope,Nope,Nope,Nope
415,jonah,adhy,0.9929974,Nope,415,jonah,bryce,0.999699,Nope,415,jonah,cy,0.967765,Nope,415,jonah,jonah,0.9996141,Match,415,jonah,qk,0.99970275,Nope,415,Nope,Nope,Nope,Nope
416,jonah,adhy,0.84407794,Nope,416,jonah,bryce,0.9718046,Nope,416,jonah,cy,0.99998415,Nope,416,jonah,jonah,0.99926716,Match,416,jonah,qk,0.9996948,Nope,416,Nope,Nope,Nope,Nope
417,jonah,adhy,0.98793864,Nope,417,jonah,cy,0.6000446,Nope,417,jonah,cy,0.9956499,Nope,417,jonah,jonah,0.99924695,Match,417,jonah,adhy,0.9998148,Nope,417,Nope,Match,Nope,Nope
418,jonah,adhy,0.9997038,Nope,418,jonah,bryce,0.790365,Nope,418,jonah,chris,0.9909685,Nope,418,jonah,jonah,0.9990941,Match,418,jonah,qk,0.980804,Nope,418,Nope,Nope,Nope,Nope
419,jonah,adhy,0.99977106,Nope,419,jonah,bryce,0.6946546,Nope,419,jonah,chris,0.9999901,Nope,419,jonah,jonah,0.9996996,Match,419,jonah,adhy,0.66758996,Nope,419,Nope,Nope,Nope,Nope
420,jonah,adhy,0.9974074,Nope,420,jonah,bryce,0.9249423,Nope,420,jonah,cy,0.73338205,Nope,420,jonah,jc,0.88787663,Nope,420,jonah,qk,0.9996735,Nope,420,Nope,Nope,Nope,Nope
421,jonah,adhy,0.9779775,Nope,421,jonah,bryce,0.99977845,Nope,421,jonah,cy,0.9742173,Nope,421,jonah,jonah,0.5756487,Match,421,jonah,qk,0.99963534,Nope,421,Nope,Nope,Nope,Nope
422,jonah,cy,0.9847056,Nope,422,jonah,bryce,0.82294667,Nope,422,jonah,cy,0.99993694,Nope,422,jonah,jc,0.910502,Nope,422,jonah,qk,0.9973252,Nope,422,Nope,Nope,Nope,Nope
423,jonah,adhy,0.98064274,Nope,423,jonah,cy,0.99858874,Nope,423,jonah,cy,0.9941638,Nope,423,jonah,jc,0.5102235,Nope,423,jonah,adhy,0.3615743,Nope,423,Nope,Match,Nope,Nope
424,jonah,cy,0.7712619,Nope,424,jonah,cy,0.99946994,Nope,424,jonah,cy,0.9999838,Nope,424,jonah,jc,0.7499153,Nope,424,jonah,cy,0.94718033,Nope,424,Match,Match,Nope,Nope
425,jonah,adhy,0.9992686,Nope,425,jonah,bryce,0.9724062,Nope,425,jonah,cy,0.9490151,Nope,425,jonah,jonah,0.89590263,Match,425,jonah,qk,0.9996362,Nope,425,Nope,Nope,Nope,Nope
426,jonah,adhy,0.99973124,Nope,426,jonah,bryce,0.99975413,Nope,426,jonah,chris,0.99998796,Nope,426,jonah,jonah,0.9947633,Match,426,jonah,qk,0.99970907,Nope,426,Nope,Nope,Nope,Nope
427,jonah,adhy,0.9995956,Nope,427,jonah,bryce,0.99978894,Nope,427,jonah,chris,0.9999862,Nope,427,jonah,jonah,0.9985146,Match,427,jonah,qk,0.9997042,Nope,427,Nope,Nope,Nope,Nope
428,jonah,adhy,0.9292404,Nope,428,jonah,bryce,0.9924865,Nope,428,jonah,cy,0.95408475,Nope,428,jonah,jonah,0.9776393,Match,428,jonah,qk,0.9997009,Nope,428,Nope,Nope,Nope,Nope
429,jonah,adhy,0.99915314,Nope,429,jonah,bryce,0.8173652,Nope,429,jonah,chris,0.99531674,Nope,429,jonah,jonah,0.99773896,Match,429,jonah,qk,0.5590996,Nope,429,Nope,Nope,Nope,Nope
430,jonah,adhy,0.9939021,Nope,430,jonah,bryce,0.95624894,Nope,430,jonah,cy,0.98245275,Nope,430,jonah,jonah,0.82786965,Match,430,jonah,qk,0.97701716,Nope,430,Nope,Nope,Nope,Nope
431,jonah,adhy,0.9997589,Nope,431,jonah,bryce,0.9973896,Nope,431,jonah,chris,0.99997437,Nope,431,jonah,jonah,0.99966943,Match,431,jonah,qk,0.9995646,Nope,431,Nope,Nope,Nope,Nope
432,qk,adhy,0.9984913,Nope,432,qk,andy,0.9896616,Nope,432,qk,cy,0.9956886,Nope,432,qk,jonah,0.9813942,Nope,432,qk,qk,0.99821186,Match,432,Nope,Nope,Nope,Nope
433,qk,adhy,0.99974376,Nope,433,qk,cy,0.9996532,Nope,433,qk,chris,0.96268004,Nope,433,qk,jc,0.92379904,Nope,433,qk,qk,0.9997092,Match,433,Nope,Nope,Nope,Nope
434,qk,adhy,0.5494386,Nope,434,qk,bryce,0.9941712,Nope,434,qk,chris,0.98955536,Nope,434,qk,jc,0.8142248,Nope,434,qk,qk,0.99970716,Match,434,Nope,Nope,Nope,Nope
435,qk,cy,0.52252215,Nope,435,qk,bryce,0.9993892,Nope,435,qk,gerald,0.49899477,Nope,435,qk,jc,0.9936445,Nope,435,qk,qk,0.99970007,Match,435,Nope,Nope,Nope,Nope
436,qk,adhy,0.7828974,Nope,436,qk,bryce,0.74015766,Nope,436,qk,gerald,0.5258791,Nope,436,qk,jc,0.97306764,Nope,436,qk,qk,0.9997143,Match,436,Nope,Nope,Nope,Nope
437,qk,adhy,0.9745593,Nope,437,qk,bryce,0.99977297,Nope,437,qk,chris,0.9999881,Nope,437,qk,jc,0.98359746,Nope,437,qk,qk,0.99970704,Match,437,Nope,Nope,Nope,Nope
438,qk,adhy,0.99976486,Nope,438,qk,andy,0.9984072,Nope,438,qk,cy,0.99997854,Nope,438,qk,jonah,0.99967444,Nope,438,qk,adhy,0.70085067,Nope,438,Nope,Nope,Nope,Nope
439,qk,adhy,0.99977046,Nope,439,qk,cy,0.9788325,Nope,439,qk,cy,0.9999809,Nope,439,qk,jonah,0.999445,Nope,439,qk,qk,0.99818265,Match,439,Nope,Match,Nope,Nope
440,qk,adhy,0.9997042,Nope,440,qk,bryce,0.9600322,Nope,440,qk,cy,0.986316,Nope,440,qk,jonah,0.9996556,Nope,440,qk,qk,0.99969006,Match,440,Nope,Nope,Nope,Nope
441,qk,adhy,0.53691596,Nope,441,qk,bryce,0.9991948,Nope,441,qk,cy,0.9931236,Nope,441,qk,jonah,0.99958104,Nope,441,qk,qk,0.9996891,Match,441,Nope,Nope,Nope,Nope
442,qk,adhy,0.9997167,Nope,442,qk,andy,0.88038474,Nope,442,qk,cy,0.99743325,Nope,442,qk,jonah,0.99966264,Nope,442,qk,qk,0.9982651,Match,442,Nope,Nope,Nope,Nope
443,qk,adhy,0.9936593,Nope,443,qk,bryce,0.9997441,Nope,443,qk,cy,0.98456025,Nope,443,qk,jonah,0.99937904,Nope,443,qk,qk,0.9994006,Match,443,Nope,Nope,Nope,Nope
444,qk,adhy,0.8163853,Nope,444,qk,andy,0.79291636,Nope,444,qk,cy,0.9553973,Nope,444,qk,jonah,0.99946755,Nope,444,qk,qk,0.99970776,Match,444,Nope,Nope,Nope,Nope
445,qk,adhy,0.999493,Nope,445,qk,andy,0.9808023,Nope,445,qk,cy,0.97720224,Nope,445,qk,jonah,0.9996828,Nope,445,qk,qk,0.9953956,Match,445,Nope,Nope,Nope,Nope
446,qk,adhy,0.91877896,Nope,446,qk,andy,0.9984016,Nope,446,qk,cy,0.99255604,Nope,446,qk,jonah,0.9996928,Nope,446,qk,adhy,0.98045325,Nope,446,Nope,Nope,Nope,Nope
447,qk,adhy,0.64840156,Nope,447,qk,andy,0.9977162,Nope,447,qk,cy,0.9985667,Nope,447,qk,jonah,0.99968386,Nope,447,qk,qk,0.9997037,Match,447,Nope,Nope,Nope,Nope
448,qk,adhy,0.9475741,Nope,448,qk,andy,0.99989164,Nope,448,qk,cy,0.99998295,Nope,448,qk,jonah,0.99969566,Nope,448,qk,qk,0.9993463,Match,448,Nope,Nope,Nope,Nope
449,qk,adhy,0.9989303,Nope,449,qk,andy,0.82089984,Nope,449,qk,cy,0.95623314,Nope,449,qk,jonah,0.9996797,Nope,449,qk,qk,0.99502003,Match,449,Nope,Nope,Nope,Nope
450,qk,adhy,0.99855167,Nope,450,qk,andy,0.874363,Nope,450,qk,cy,0.9929241,Nope,450,qk,jonah,0.98314255,Nope,450,qk,qk,0.9996319,Match,450,Nope,Nope,Nope,Nope
451,qk,adhy,0.99973494,Nope,451,qk,cy,0.5957968,Nope,451,qk,cy,0.9961438,Nope,451,qk,jonah,0.9993568,Nope,451,qk,qk,0.9989536,Match,451,Nope,Match,Nope,Nope
452,qk,adhy,0.9985832,Nope,452,qk,andy,0.9965223,Nope,452,qk,cy,0.99907684,Nope,452,qk,jonah,0.99967825,Nope,452,qk,qk,0.97678965,Match,452,Nope,Nope,Nope,Nope
453,qk,adhy,0.9936625,Nope,453,qk,andy,0.9073395,Nope,453,qk,cy,0.9999782,Nope,453,qk,jonah,0.9996722,Nope,453,qk,qk,0.99968696,Match,453,Nope,Nope,Nope,Nope
454,qk,adhy,0.99968743,Nope,454,qk,andy,0.99972075,Nope,454,qk,cy,0.99998474,Nope,454,qk,jonah,0.9996848,Nope,454,qk,qk,0.99034977,Match,454,Nope,Nope,Nope,Nope
455,qk,adhy,0.9997285,Nope,455,qk,bryce,0.606021,Nope,455,qk,cy,0.99408334,Nope,455,qk,jonah,0.9993505,Nope,455,qk,qk,0.9860161,Match,455,Nope,Nope,Nope,Nope
456,qk,alan,0.7260802,Nope,456,qk,bryce,0.99972755,Nope,456,qk,chris,0.99143547,Nope,456,qk,jonah,0.9727824,Nope,456,qk,qk,0.999713,Match,456,Nope,Nope,Nope,Nope
457,qk,adhy,0.9996313,Nope,457,qk,bryce,0.99960285,Nope,457,qk,chris,0.942162,Nope,457,qk,jonah,0.9996885,Nope,457,qk,qk,0.9997054,Match,457,Nope,Nope,Nope,Nope
458,qk,adhy,0.9996649,Nope,458,qk,andy,0.999811,Nope,458,qk,cy,0.99995065,Nope,458,qk,jonah,0.99970335,Nope,458,qk,qk,0.8621679,Match,458,Nope,Nope,Nope,Nope
459,qk,adhy,0.99976057,Nope,459,qk,cy,0.8207988,Nope,459,qk,cy,0.9862016,Nope,459,qk,jonah,0.9996922,Nope,459,qk,qk,0.9997131,Match,459,Nope,Match,Nope,Nope
460,qk,adhy,0.9819001,Nope,460,qk,andy,0.91240907,Nope,460,qk,cy,0.9916728,Nope,460,qk,jonah,0.9997043,Nope,460,qk,qk,0.9997116,Match,460,Nope,Nope,Nope,Nope
461,qk,adhy,0.9984894,Nope,461,qk,bryce,0.99962866,Nope,461,qk,chris,0.9773882,Nope,461,qk,jonah,0.99968874,Nope,461,qk,qk,0.99970883,Match,461,Nope,Nope,Nope,Nope
462,qk,cy,0.68142086,Nope,462,qk,bryce,0.9997813,Nope,462,qk,chris,0.8987552,Nope,462,qk,jc,0.96780807,Nope,462,qk,qk,0.9997135,Match,462,Nope,Nope,Nope,Nope
463,qk,cy,0.9703901,Nope,463,qk,bryce,0.9997687,Nope,463,qk,chris,0.99135756,Nope,463,qk,jonah,0.986639,Nope,463,qk,qk,0.99970883,Match,463,Nope,Nope,Nope,Nope
464,qk,adhy,0.9119441,Nope,464,qk,andy,0.99395895,Nope,464,qk,cy,0.9999285,Nope,464,qk,jonah,0.99966776,Nope,464,qk,qk,0.99971205,Match,464,Nope,Nope,Nope,Nope
465,qk,adhy,0.9993523,Nope,465,qk,cy,0.7540308,Nope,465,qk,cy,0.9019436,Nope,465,qk,jonah,0.9700426,Nope,465,qk,qk,0.99971026,Match,465,Nope,Match,Nope,Nope
466,qk,adhy,0.79073334,Nope,466,qk,bryce,0.63263905,Nope,466,qk,cy,0.97820616,Nope,466,qk,jonah,0.8130771,Nope,466,qk,qk,0.9997092,Match,466,Nope,Nope,Nope,Nope
467,qk,cy,0.98885846,Nope,467,qk,bryce,0.9997391,Nope,467,qk,chris,0.9919139,Nope,467,qk,jonah,0.9736816,Nope,467,qk,qk,0.99971205,Match,467,Nope,Nope,Nope,Nope
468,qk,alan,0.97704417,Nope,468,qk,andy,0.6868191,Nope,468,qk,chris,0.95297885,Nope,468,qk,jc,0.7233773,Nope,468,qk,qk,0.9997086,Match,468,Nope,Nope,Nope,Nope
469,qk,adhy,0.97231513,Nope,469,qk,andy,0.8985884,Nope,469,qk,chris,0.80254674,Nope,469,qk,jonah,0.99958104,Nope,469,qk,qk,0.9996939,Match,469,Nope,Nope,Nope,Nope
470,qk,adhy,0.98676306,Nope,470,qk,andy,0.99989116,Nope,470,qk,cy,0.999984,Nope,470,qk,jonah,0.9996896,Nope,470,qk,qk,0.99218893,Match,470,Nope,Nope,Nope,Nope
471,qk,adhy,0.9996457,Nope,471,qk,andy,0.99340844,Nope,471,qk,cy,0.9999759,Nope,471,qk,jonah,0.9993598,Nope,471,qk,qk,0.9997106,Match,471,Nope,Nope,Nope,Nope
472,qk,adhy,0.6385906,Nope,472,qk,andy,0.9957705,Nope,472,qk,cy,0.7422814,Nope,472,qk,jonah,0.9996842,Nope,472,qk,qk,0.9996984,Match,472,Nope,Nope,Nope,Nope
473,qk,alan,0.99896026,Nope,473,qk,andy,0.9847727,Nope,473,qk,cy,0.95677125,Nope,473,qk,jonah,0.9993344,Nope,473,qk,qk,0.9997049,Match,473,Nope,Nope,Nope,Nope
474,qk,adhy,0.8330428,Nope,474,qk,bryce,0.99978656,Nope,474,qk,cy,0.9502735,Nope,474,qk,jc,0.8650585,Nope,474,qk,qk,0.9997073,Match,474,Nope,Nope,Nope,Nope
475,qk,adhy,0.97011995,Nope,475,qk,bryce,0.9997583,Nope,475,qk,cy,0.9938087,Nope,475,qk,jonah,0.9582986,Nope,475,qk,qk,0.99963105,Match,475,Nope,Nope,Nope,Nope
476,qk,adhy,0.9997482,Nope,476,qk,andy,0.99510914,Nope,476,qk,cy,0.9997669,Nope,476,qk,jonah,0.9996867,Nope,476,qk,qk,0.53269696,Match,476,Nope,Nope,Nope,Nope
477,qk,adhy,0.999765,Nope,477,qk,cy,0.97699547,Nope,477,qk,cy,0.99996424,Nope,477,qk,jonah,0.9994987,Nope,477,qk,qk,0.99969125,Match,477,Nope,Match,Nope,Nope
478,qk,adhy,0.99933606,Nope,478,qk,bryce,0.99659246,Nope,478,qk,cy,0.9887206,Nope,478,qk,jonah,0.9996493,Nope,478,qk,qk,0.9997003,Match,478,Nope,Nope,Nope,Nope
479,qk,cy,0.6583525,Nope,479,qk,bryce,0.999629,Nope,479,qk,cy,0.9921548,Nope,479,qk,jonah,0.99942064,Nope,479,qk,qk,0.9996935,Match,479,Nope,Nope,Nope,Nope
